Serial,NAME,Work_CITED,WorkWD,Author,WORK_TYPE,TEXT_EN,Passages,LOGOS_USE,Greek_URL,NARRATIVE_LOC,GEOMETRY
471,Oracle of Apollo at Delphi to Achaeans on capturing Phana,Oracles of Apollo at Delphi,,Pythia,prophecy,"Dwellers in the land of Pelops and in Achaia, who to Pytho Have come to inquire how ye shall take a city, Come, consider what daily ration, Drunk by the folk, saves the city which has so drunk. For so ye may take the towered village of Phana.",10.18.1,R-quotation,,Sanctuary of Pythian Apollo at Delphi,"{""type"": ""Point"", ""coordinates"": [22.50151, 38.48254]}"
472,Oracle of Apollo at Delphi to Homer on his motherland of Ios,Oracles of Apollo at Delphi,,Pythia,prophecy,"“Blessed and unhappy, for to be both wast thou born. Thou seekest thy father-land; but no father-land hast thou, only a mother-land.The island of Ios is the father-land of thy mother, which will receive thee When thou hast died; but be on thy guard against the riddle of the young children.”",10.24.2,R-quotation,,Temple of Apollo at Delphi,"{""type"": ""Point"", ""coordinates"": [22.5012215, 38.4823167]}"
473,Oracle of Apollo at Delphi to the Phocians on Thessalian invasion,Oracles of Apollo at Delphi,,Pythia,prophecy,"I will match in fight mortal and immortal, And to both will I give victory, but more to the mortal.",10.1.4,R-quotation,,border Boiotia - Phokis at Chaironea,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
474,Oracle of Apollo at Delphi: giving Medon the kingship of Athens,Oracles of Apollo at Delphi,,Pythia,prophecy,,7.2.1,R-paraphrase,,Eleia - Achaia border at Larisos river,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.417484105225526, 38.10291174798513], [21.42525995805383, 38.09244438760399], [21.429829800275428, 38.095387083549724], [21.42206202659756, 38.10509343476093], [21.417484105225526, 38.10291174798513]]]}]}"
475,Oracle of Apollo at Delphi on bringing bones of Hector to Thebes,Oracles of Apollo at Delphi,,Pythia,prophecy,"There is also at Thebes the grave of Hector, the son of Priam. It is near the spring called the Fountain of Oedipus, and the Thebans say that they brought Hector's bones from Troy because of the following oracle: “Ye Thebans who dwell in the city of Cadmus, If you wish blameless wealth for the country in which you live, Bring to your homes the bones of Hector, Priam's son, From Asia, and reverence him as a hero, according to the bidding of Zeus.”",9.18.5,R-quotation,,highway Thebes to Chalkis,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.317595983450758, 38.32229014767111], [23.317868, 38.324122], [23.318897, 38.325428], [23.320307, 38.326708], [23.326053, 38.327714], [23.33142, 38.329098], [23.36313, 38.344983], [23.405477, 38.358228], [23.405477, 38.358228], [23.419276, 38.371977], [23.426363, 38.372264], [23.428954, 38.373325], [23.433688, 38.374202], [23.440666, 38.375059], [23.458307, 38.375101], [23.481719, 38.379099], [23.486372, 38.382792], [23.492534, 38.385588], [23.495066, 38.389256], [23.499147, 38.392062], [23.503866, 38.394676], [23.507691, 38.396079], [23.512888, 38.398662], [23.515864, 38.400673], [23.522645, 38.406642], [23.523486, 38.409444], [23.522393, 38.410537], [23.520852, 38.411629], [23.520123, 38.41247], [23.520011, 38.413871], [23.521132, 38.415524], [23.521048, 38.417682], [23.526092, 38.425892], [23.526064, 38.42777], [23.526876, 38.42903], [23.528109, 38.429815], [23.528611, 38.429934], [23.529507, 38.428963], [23.529794, 38.427827], [23.530322, 38.427942], [23.529485, 38.430398], [23.52999, 38.4336], [23.531045, 38.435402], [23.533926, 38.438111], [23.535269, 38.440693], [23.53574, 38.441003], [23.536578, 38.44121], [23.537071, 38.440728], [23.538138, 38.441049], [23.538919, 38.441106], [23.539631, 38.440659], [23.540778, 38.440234], [23.541226, 38.440268], [23.542647, 38.440825], [23.542511, 38.441081], [23.541621, 38.441013], [23.541237, 38.441336], [23.541248, 38.441665], [23.541883, 38.443252], [23.542879, 38.444193], [23.543317, 38.444314], [23.543405, 38.444697], [23.544587, 38.445222], [23.544751, 38.44566], [23.545835, 38.44577], [23.546743, 38.44612], [23.547838, 38.446207], [23.55064, 38.446952], [23.552995, 38.449393], [23.552567, 38.454353], [23.558827, 38.462135], [23.562726, 38.464717], [23.580025387029, 38.46513283286], [23.589052, 38.4628931]]}]}"
476,Oracles of Apollo at Delphi confirming Dionysus dwelt in Athens in time of Icarius,Oracles of Apollo at Delphi,,Pythia,prophecy,,1.2.5,R-paraphrase,,"Poulytion's House, Athens","{""type"": ""Point"", ""coordinates"": [23.718611, 37.978333]}"
477,"Rhianos, Messenian War confined to 2nd Messenian War",Epic poem by Rhianos on Messenian War,,Rhianus,epic poem,lost,4.6.2,R-reference,,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
478,"Rhianos, Messenian War glorifying Aristomenes",Epic poem by Rhianos on Messenian War,,Rhianus,epic poem,lost,4.6.3,R-paraphrase,,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
479,"Rhianos, Messenian War on length of siege of Mt. Eira",Epic poem by Rhianos on Messenian War,,Rhianus,epic poem,lost,4.17.11,R-quotation,,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
480,"Rhianos, Messenian War on Leotychides of Sparta as king; Pausanias disagrees",Epic poem by Rhianos on Messenian War,,Rhianus,epic poem,lost,4.15.2,R-paraphrase,,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
481,"Rhianos, Messenian War on Messenian war",Epic poem by Rhianos on Messenian War,,Rhianus,epic poem,lost,4.6.1,R-reference,,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
482,"Rhianos, Messenian War on oak forest of Lycus",Epic poem by Rhianos on Messenian War,,Rhianus,epic poem,(By rugged Elaion above Lykos's wood,4.1.6,R-quotation,,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
483,Sappho on gold not rusting,"Sappho, poems",,Sappho,lyric poem,,8.18.5,R-reference,,Styx river (Achaia),"{""type"": ""Point"", ""coordinates"": [22.21, 37.98]}"
484,Sappho wrote many conflicting things about Eros,"Sappho, poems",,Sappho,lyric poem,Sappho the Lesbian sang many inconsistent things about Eros,9.27.3,R-reference,,sanctuary of Eros at Thespiai,"{""type"": ""Point"", ""coordinates"": [23.154521, 38.293384]}"
485,Sappho on Adonis and Oetolinus,"Sappho, poems",,Sappho,lyric poem,lost,9.29.8,R-reference,,Grove of the Muses on Mt. Helikon,"{""type"": ""Point"", ""coordinates"": [23.0587, 38.3208]}"
486,Sayings of the Seven Sages on Temple at Delphi,Epigrams of the Seven Sages at Delphi,,Seven Sages,epigram,"(lost): “Know thyself,” and “Nothing in excess.”",10.24.1,R-quotation,,Temple of Apollo at Delphi,"{""type"": ""Point"", ""coordinates"": [22.5012215, 38.4823167]}"
487,"Simonides epigram to Pausanias the Spartan general, at Delphi",Simonides epigram to Pausanias on tripod at Delphi,,Simonides of Ceos,epigram,"I, Pausanias, the leader of the Greeks, dedicated this monument to Phoebus,  when I destroyed the army of the Medes. [on tripod, lost, not mentioned by P. at Delphi]",3.8.2,R-reference,,Argolid - Lakonia border at the Hermai,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.527643966812064, 37.31460354773594], [22.53453084312804, 37.3070246533447], [22.538351342393554, 37.307297362478295], [22.530631002613234, 37.3160985404418], [22.527643966812064, 37.31460354773594]]]}]}"
488,Simonides epigram names Polygnotus son of Aglaophon as painter of Iliupersis,Epigram of Simonides on Polygnotus,,Simonides of Ceos,elegiac poem,"Polygnotus, a Thasian by birth, son of Aglaophon, <br>Painted a picture of Troy's acropolis being sacked.",10.27.4,R-quotation,,Lesche of the Knidians,"{""type"": ""Point"", ""coordinates"": [22.5011, 38.48304]}"
489,Simonides' epigram on Philon of Corcyra,Simonides' epigram on Philon,,Simonides of Ceos,elegiac poem,"“My fatherland is Corcyra, and my name is Philon; I am the son of Glaucus, and I won two Olympic victories for boxing.”",6.9.9,R-quotation,,Olympia,"{""type"": ""Point"", ""coordinates"": [21.630126, 37.637849]}"
490,"Sophocles, Oedipus at Colonus 1763 on death of Oedipus at Kolonos","Sophocles, Oedipus at Colonus",Q294001,Sophocles,tragedy,"THESEUS:<br>Children, Oedipus forbade me <br>Either to approach that place,<br>Or to tell any person<br>About the holy tomb he occupies.<br>And he said if this all went well,<br>I would always hold my country without any grief.<br>The divinity heard us,<br>As did the all-seeing Oath [Horkos] of Zeus.",1.28.7,R-reference,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1760-1768/,Semnai Theai shrine at the Areius Pagus,"{""type"": ""Point"", ""coordinates"": [23.72372, 37.97242]}"
491,Stesichorus fr. 236 Campbell on Artemis killing Actaeon,Poem of Stesichorus on Actaeon,,Stesichorus,epic poem,,9.2.3,R-paraphrase,,"Bed of Aktaion, on the road from Eleutherae to Plataea","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.378785289877243, 38.1775923414086], [23.37578682280636, 38.177283674073664], [23.372788355734286, 38.18014581194029], [23.371967346893342, 38.18171713394398], [23.370146849861044, 38.18171713387105], [23.365135078033944, 38.18508413831401], [23.357849717263264, 38.18958468758538], [23.34364771197599, 38.19583849615219], [23.345662180811757, 38.20161685452106], [23.335793424447814, 38.21240759201444], [23.32098707851125, 38.2086878831017], [23.300238049510483, 38.21311985501271], [23.27898540330031, 38.216127110820025], [23.27386897101914, 38.22038220352388]]}]}"
492,Stesichorus on Heracles killing his children with Megara,Poem of Stesichorus regarding the children of Heracles,,Stesichorus,epic poem,lost,9.11.2,R-reference,,Tomb of the children of Herakles in Thebes,"{""type"": ""Point"", ""coordinates"": [23.3178, 38.3191]}"
493,Stesichorus on Theseus as father of Iphigeneia (agreeing with the Argives),poem of Stesichorus mentioning Theseus and Iphigeneia,,Stesichorus,poem (unspecified),lost,2.22.7,R-reference,,Sanctuary of Eileithyia at Argos founded by Helen,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}"
494,"Stesichorus says Artemis wrapped deerskin around Actaeon, to not marry Semele",Poem of Stesichorus on Actaeon,,Stesichorus,epic poem,,9.2.3,R-paraphrase,,"Bed of Aktaion, on the road from Eleutherae to Plataea","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.378785289877243, 38.1775923414086], [23.37578682280636, 38.177283674073664], [23.372788355734286, 38.18014581194029], [23.371967346893342, 38.18171713394398], [23.370146849861044, 38.18171713387105], [23.365135078033944, 38.18508413831401], [23.357849717263264, 38.18958468758538], [23.34364771197599, 38.19583849615219], [23.345662180811757, 38.20161685452106], [23.335793424447814, 38.21240759201444], [23.32098707851125, 38.2086878831017], [23.300238049510483, 38.21311985501271], [23.27898540330031, 38.216127110820025], [23.27386897101914, 38.22038220352388]]}]}"
495,"Stesichorus, Geryoneid on Pallantion",Geryoneid of Stesichorus,Q60791378,Stesichorus,epic poem,lost,8.3.2,R-reference,,Argolid - Arkadia border near Mt. Artemision,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}"
496,"Stesichorus, Iliupersis mentioning Medusa daughter of Priam",Iliupersis of Stesichorus,Q18613325,Stesichorus,epic poem,lost,10.26.9,R-reference,,Lesche of the Knidians,"{""type"": ""Point"", ""coordinates"": [22.5011, 38.48304]}"
